Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
0	-3981.845	-4242.074	260.2289	0.00508932	0.00260346	0.00633795	0.00340297	0.000129347	0.00435314	0.0160164	0.00703485	0.00461369	0.00824033	0.00721989	0.0015133	0.00593548	0.00354904	0.00331713	0.0240702	0.0145623	0.00516306	0.021491	0.00404576	0.0050842	0.00434193	0.00543097	0.0236749	0.0238064	0.00310777	0.00189188	0.00689635	0.0141528	0.0128838	0.00291488	0.00514516	0.000978625	0.00896782	0.0159206	0.00658195	0.00375842	0.0133004	0.00928127	0.0094618	0.0138966	0.00474581	0.0023952	0.00896388	0.00699488	0.012029	0.00768833	0.00604382	0.0354101	0.0154547	0.00561395	0.010912	0.00408729	0.00381515	0.0227331	0.011941	0.00540608	0.00345154	0.0171228	0.00718807	0.00368445	0.0157429	0.0155158	0.0238268	0.00245905	0.0244	0.0038396	0.00105069	7.14952e-06	0.0262549	0.00745626	0.0210296	0.00445856	0.0102369	0.0069963	0.0147155	0.00555994	0.00624312	0.010164	0.00589498	0.0168573	0.00230288	0.00192907	0.0087977	0.00490948	0.0104894	0.0209407	0.0164038	0.0026966	0.0366383	0.00388883	0.00339892	0.0017365	0.00399919	0.00886331	0.00110347	0.00706876	0.000382362	0.00668453	0.0129297	0.00525122	0.00293586	0.00925916	0.000988924	0.011166	0.0032629	0.00595198	0.000697646	0.00402003	0.0121504	0.000406331	0.00164715	0.00879487	0.00376139	0.0315682	0.0155057	0.00384956	0.00275686	0.00265329	0.00211152	0.0185995	0.00491563	0.00104423	0.00506814	2.17084e-05	0.0170777	0.0154067	0.0141148	0.00325746	0.00747377	0.0045157	0.00600053	0.00183278	0.00698438	0.003458	0.920543	1.04991	0.0538532	0.240552	0.641133	1.55974	4.15711	18.569	2.112441	0.5507081	0.00441693	0.00225949	0.00550059	0.00295338	0.000112258	0.00377801	0.0139004	0.00610542	0.00400414	0.00715163	0.00626601	0.00131336	0.0051513	0.00308014	0.00287888	0.0208901	0.0126383	0.00448092	0.0186517	0.00351124	0.00441249	0.00376828	0.00471344	0.020547	0.0206611	0.00269717	0.00164193	0.00598521	0.012283	0.0111816	0.00252977	0.00446539	0.00084933	0.00778301	0.0138172	0.00571235	0.00326186	0.0115432	0.00805504	0.00821172	0.0120606	0.0041188	0.00207875	0.00777959	0.00607072	0.0104397	0.00667256	0.00524532	0.0307318	0.0134129	0.00487224	0.00947032	0.00354728	0.0033111	0.0197297	0.0103634	0.00469184	0.00299553	0.0148606	0.00623839	0.00319767	0.013663	0.0134658	0.0206788	0.00213416	0.0211763	0.00333232	0.000911878	6.20493e-06	0.0227861	0.00647115	0.0182512	0.00386951	0.00888444	0.00607196	0.0127713	0.00482537	0.00541829	0.00882113	0.00511615	0.0146301	0.00199863	0.0016742	0.00763536	0.00426084	0.00910353	0.018174	0.0142366	0.00234033	0.0317977	0.00337504	0.00294986	0.00150708	0.00347082	0.0076923	0.000957683	0.00613485	0.000331845	0.00580138	0.0112214	0.00455743	0.00254797	0.00803585	0.000858269	0.00969074	0.00283181	0.00516561	0.000605474	0.00348891	0.0105451	0.000352648	0.00142953	0.0076329	0.00326444	0.0273974	0.0134572	0.00334096	0.00239263	0.00230274	0.00183255	0.0161422	0.00426618	0.000906265	0.00439854	1.88403e-05	0.0148214	0.0133712	0.01225	0.00282709	0.00648635	0.00391909	0.00520775	0.00159064	0.00606162	0.00300114	0.654029	0.345971	0.6540287	1.152231
36	-3996.272	-4256.654	260.3821	0.0074989	0.00479927	0.00291484	0.0031248	6.69807e-05	0.000697162	0.0168833	0.0116562	0.0041811	0.017512	0.0029912	0.00206553	0.00449379	0.0107975	0.00121306	0.0151155	0.0143821	0.0105082	0.0165031	0.00130921	0.00650501	0.00427292	0.00726963	0.00873472	0.0198657	0.0045229	0.00122452	0.0222127	0.00706595	0.00078816	0.00213073	0.00219168	0.00390561	0.00923864	0.00973167	0.00387441	0.00118373	0.0140756	0.00997848	0.0108502	0.0193077	0.00475422	0.00436067	0.0138803	0.00842927	0.0211199	0.00443214	0.00270486	0.0310427	0.0213334	0.00855069	0.00862108	0.00879446	0.00346472	0.0111793	0.0122627	0.00123617	0.00376793	0.00853977	0.00852985	0.000470215	0.00985142	0.00713056	0.0185168	0.00168614	0.0328329	0.00157265	0.00403029	0.000945288	0.0255593	0.00149962	0.0118527	0.0120458	0.000446091	0.00623398	0.00488136	0.00140716	0.0032669	0.0119244	0.00282107	0.0102092	0.00145764	0.00199486	0.0133961	0.000882162	0.0186244	0.0126616	0.0163524	0.0046751	0.0344364	0.00301777	0.00303971	0.00128669	0.00190423	0.00911678	0.00255725	0.0142734	0.00444256	0.00285273	0.00256674	0.00749284	0.00210281	0.00635464	0.00137635	0.0197456	0.00330199	0.000720623	0.00111551	0.00512282	0.00595138	0.00447528	0.00344363	0.00517733	0.00183167	0.0160667	0.00916622	0.00131375	0.00509042	0.00448521	0.00357889	0.00954454	0.00180475	4.24851e-05	0.00139755	0.00140268	0.00925744	0.0137709	0.0137409	0.000388736	0.00191945	0.00960553	0.00478645	0.00476316	0.0109945	0.00153662	0.911744	1.05543	0.0534249	0.239617	0.640355	1.56163	4.17333	18.7179	2.118215	0.5425877	0.00737906	0.00472258	0.00286826	0.00307486	6.59103e-05	0.000686021	0.0166135	0.0114699	0.00411428	0.0172321	0.00294339	0.00203252	0.00442198	0.010625	0.00119368	0.0148739	0.0141522	0.0103402	0.0162394	0.00128829	0.00640106	0.00420463	0.00715345	0.00859513	0.0195482	0.00445062	0.00120495	0.0218577	0.00695304	0.000775565	0.00209668	0.00215666	0.0038432	0.009091	0.00957615	0.00381249	0.00116481	0.0138506	0.00981902	0.0106768	0.0189991	0.00467824	0.00429098	0.0136585	0.00829456	0.0207824	0.00436131	0.00266163	0.0305466	0.0209925	0.00841405	0.00848331	0.00865392	0.00340935	0.0110006	0.0120667	0.00121641	0.00370772	0.0084033	0.00839354	0.000462701	0.00969399	0.00701661	0.0182209	0.0016592	0.0323082	0.00154752	0.00396588	0.000930182	0.0251508	0.00147565	0.0116633	0.0118533	0.000438962	0.00613436	0.00480336	0.00138467	0.00321469	0.0117339	0.00277598	0.010046	0.00143435	0.00196298	0.013182	0.000868065	0.0183267	0.0124593	0.0160911	0.00460039	0.0338861	0.00296954	0.00299113	0.00126613	0.0018738	0.00897109	0.00251638	0.0140453	0.00437156	0.00280715	0.00252572	0.0073731	0.0020692	0.00625309	0.00135436	0.0194301	0.00324922	0.000709107	0.00109768	0.00504096	0.00585628	0.00440377	0.0033886	0.00509459	0.0018024	0.0158099	0.00901974	0.00129276	0.00500907	0.00441353	0.0035217	0.00939202	0.00177591	4.18062e-05	0.00137521	0.00138026	0.0091095	0.0135509	0.0135213	0.000382524	0.00188878	0.00945203	0.00470996	0.00468705	0.0108188	0.00151207	0.695626	0.304374	0.6956264	1.01624
72	-3992.742	-4253.124	260.3816	0.00651786	0.00241836	0.00142317	0.0034711	0.000337441	0.00221487	0.0197504	0.0109489	0.00485173	0.0192517	0.00215556	0.00419917	0.00345498	0.00212612	0.00224838	0.0157032	0.016193	0.0114585	0.017969	0.00834144	0.00580212	0.00350383	0.00775137	0.0165488	0.0191638	0.000803935	0.00124318	0.00860042	0.0117392	0.00619076	0.00227505	0.00206111	0.00358244	0.0140422	0.00884246	0.00982356	0.00574782	0.012773	0.00817087	0.00412472	0.0111793	0.00791057	0.00514506	0.0111751	0.00742381	0.0152281	0.00696579	0.00259244	0.0332128	0.0312777	0.0180598	0.0193227	0.0107438	0.00678021	0.0218047	0.0105287	0.000581307	0.00174029	0.00971363	0.0179782	0.00388542	0.014742	0.0215884	0.0164642	0.00311622	0.0208164	0.00226457	0.00358527	0.00150388	0.0180058	0.00246612	0.0120132	0.010058	0.00140306	0.00884016	0.0185099	0.00864576	0.00373589	0.0108646	0.00298782	0.0186086	0.0037692	0.00489807	0.0129372	0.00326391	0.00752844	0.0276948	0.0182365	0.00289746	0.0400851	0.00124558	0.00160995	0.00267697	0.00846303	0.00711342	0.00309233	0.00340519	0.00819384	0.00529835	0.00654393	0.00231274	0.00120278	0.0108583	0.00116196	0.0224032	0.00499944	0.00470138	0.00167084	0.00311404	0.00348177	0.00462008	0.00742962	0.00505275	0.00138102	0.0111354	0.00539673	0.00242278	0.00547608	0.00527566	0.00666858	0.00607059	0.00351727	0.000235875	0.00215898	0.00154158	0.0191724	0.0112347	0.0081051	0.000462991	0.00209421	0.0059458	0.00479687	0.00725419	0.00315808	0.00814558	0.832638	1.10512	0.0535549	0.239901	0.640592	1.56106	4.16839	18.6724	2.116458	0.4732326	0.00579413	0.00214983	0.00126514	0.00308568	0.000299972	0.00196894	0.0175574	0.00973317	0.004313	0.017114	0.00191621	0.00373291	0.00307135	0.00189004	0.00199872	0.0139596	0.0143949	0.0101862	0.0159738	0.00741522	0.00515787	0.00311477	0.00689067	0.0147112	0.0170359	0.000714668	0.00110514	0.00764544	0.0104357	0.00550335	0.00202243	0.00183225	0.00318466	0.012483	0.00786061	0.00873277	0.0051096	0.0113547	0.0072636	0.00366672	0.00993793	0.0070322	0.00457376	0.00993421	0.00659949	0.0135372	0.00619232	0.00230458	0.0295249	0.0278047	0.0160545	0.0171771	0.0095508	0.00602735	0.0193835	0.00935959	0.00051676	0.00154705	0.00863505	0.0159819	0.00345399	0.0131051	0.0191913	0.014636	0.0027702	0.018505	0.00201311	0.00318717	0.00133689	0.0160065	0.00219229	0.0106793	0.00894121	0.00124727	0.00785857	0.0164546	0.00768575	0.00332107	0.0096582	0.00265606	0.0165423	0.00335067	0.0043542	0.0115007	0.00290149	0.0066925	0.0246196	0.0162115	0.00257573	0.0356342	0.00110728	0.00143118	0.00237973	0.00752331	0.00632356	0.00274897	0.00302708	0.00728401	0.00471004	0.0058173	0.00205593	0.00106923	0.00965258	0.00103294	0.0199156	0.00444432	0.00417935	0.00148531	0.00276826	0.00309517	0.00410707	0.00660466	0.0044917	0.00122767	0.00989897	0.00479749	0.00215376	0.00486803	0.00468986	0.00592812	0.00539653	0.00312672	0.000209684	0.00191925	0.00137041	0.0170435	0.00998721	0.00720513	0.000411581	0.00186167	0.00528559	0.00426423	0.0064487	0.00280742	0.00724111	0.71487	0.28513	0.7148699	1.124907
108	-3993.827	-4254.3	260.4727	0.00184125	0.0023974	6.75875e-05	0.000673971	0.00185877	0.00314925	0.0142372	0.00814398	0.00826999	0.0165843	0.00226163	0.000700117	0.00455726	0.00701555	0.00258227	0.0184525	0.0147379	0.00673661	0.0185488	0.00340558	0.00403844	0.00201723	0.00914458	0.00727198	0.0239186	0.00173218	0.00351719	0.00768398	0.0100482	0.00343296	0.00316075	0.00539861	0.00834801	0.00763396	0.0127813	0.00547698	0.0037699	0.0119838	0.00487212	0.00387906	0.00902499	0.0048689	0.000693597	0.00318025	0.00451016	0.00889889	0.00362623	0.00464522	0.0206947	0.0157743	0.0104541	0.0136182	0.00254463	0.00391009	0.00704285	0.0133633	0.000220679	0.00264336	0.00862278	0.00716516	0.00297729	0.0149107	0.015681	0.00858185	0.0027907	0.000787949	0.00193486	0.00181307	0.000752838	0.00571088	0.00717457	0.00296688	0.00386031	0.0215267	0.00434828	0.00255568	0.0048809	0.034437	0.00629545	0.00113333	0.00405602	0.0307218	0.0262331	0.00215286	0.00314224	0.00105902	0.00682318	0.00243206	0.0138818	0.0120454	0.00316594	0.00173311	0.022816	0.022478	0.0040034	0.00115073	0.00400457	0.012811	0.00472326	0.00273624	0.000329862	0.000812313	0.0178763	0.00113066	0.000280324	0.00455954	0.01694	0.00239388	0.00315957	0.00128061	0.00644583	0.00737048	0.0142338	0.0010538	0.00365865	0.000466134	0.00269143	0.00519359	0.00163588	0.0107851	0.00266011	0.00506588	0.00788169	0.00652941	0.015298	0.00967634	0.00283844	0.00139963	0.00488568	0.00865387	0.00700186	6.91702e-05	0.0074377	0.00411588	0.00363174	0.863946	1.08546	0.0495992	0.231089	0.633156	1.57939	4.32733	20.1616	2.171941	0.4999228	0.00196177	0.00255432	7.20114e-05	0.000718085	0.00198043	0.00335538	0.0151691	0.00867704	0.00881129	0.0176698	0.00240966	0.000745942	0.00485555	0.00747474	0.00275129	0.0196603	0.0157025	0.00717755	0.0197629	0.00362849	0.00430277	0.00214927	0.00974312	0.00774796	0.0254841	0.00184556	0.0037474	0.00818693	0.0107059	0.00365766	0.00336764	0.00575197	0.00889442	0.00813364	0.0136179	0.00583547	0.00401665	0.0127682	0.00519102	0.00413296	0.0096157	0.00518759	0.000738996	0.00338841	0.00480536	0.00948136	0.00386358	0.00494927	0.0220493	0.0168068	0.0111383	0.0145096	0.00271119	0.00416602	0.00750383	0.0142379	0.000235123	0.00281638	0.00918718	0.00763414	0.00317216	0.0158867	0.0167073	0.00914356	0.00297336	0.000839524	0.0020615	0.00193175	0.000802114	0.00608468	0.00764417	0.00316107	0.00411298	0.0229357	0.00463289	0.00272296	0.00520038	0.0366911	0.00670751	0.00120751	0.0043215	0.0327326	0.0279502	0.00229377	0.00334791	0.00112834	0.00726978	0.00259125	0.0147904	0.0128338	0.00337317	0.00184655	0.0243094	0.0239493	0.00426543	0.00122605	0.00426668	0.0136495	0.00503242	0.00291534	0.000351453	0.000865482	0.0190464	0.00120467	0.000298672	0.00485798	0.0180488	0.00255056	0.00336638	0.00136443	0.00686774	0.0078529	0.0151655	0.00112277	0.00389813	0.000496644	0.00286759	0.00553353	0.00174296	0.0114911	0.00283423	0.00539746	0.00839758	0.00695679	0.0162993	0.0103097	0.00302422	0.00149124	0.00520547	0.0092203	0.00746015	7.36976e-05	0.00792453	0.00438528	0.00386945	0.64456	0.35544	0.64456	0.9385673
144	-3994.315	-4254.52	260.2045	0.00209629	0.000341175	0.00405135	0.00559027	0.00110701	0.00467329	0.0288554	0.0164579	0.00998393	0.0140542	0.0115737	0.00150047	0.00560554	0.0128503	0.00130721	0.0200368	0.0168178	0.00802359	0.0292457	0.00317032	0.00468632	0.00152466	0.010625	0.0143637	0.0356294	0.00223139	0.00601315	0.0193879	0.0213211	0.0135885	0.00937029	0.00340616	0.00135691	0.00862885	0.0119047	0.00300467	0.00296288	0.0114378	0.0173894	0.00271453	0.025163	0.00917848	0.00540701	0.00434524	0.00947604	0.0158737	0.00641983	0.00146739	0.0421643	0.0238423	0.0146797	0.027651	0.00717311	0.00493179	0.0150446	0.0171033	0.00500299	0.00446366	0.00972159	0.00626278	0.00305436	0.0188611	0.0226683	0.0211615	0.00533086	0.00795512	0.00411704	0.00626411	0.00146539	0.0104231	0.00062907	0.0281875	0.0161982	0.00168151	0.00200817	0.0193555	0.0116844	0.00235041	0.00583114	0.00593587	0.00826429	0.00380488	0.019375	0.0110473	0.00711359	0.0230994	0.0270991	0.0156012	0.00188367	0.0236404	0.00683043	0.00277412	0.0063417	0.00933551	0.000217464	0.000285806	0.00413326	0.00525704	0.00547227	0.0108046	0.00720687	0.00301249	0.0127614	0.00314243	0.00183588	0.00243821	0.000691638	0.0039529	0.0030555	0.00504581	0.00479996	0.00283021	0.0122331	0.000603008	0.0212333	0.00112992	0.00166544	0.00380417	0.00395219	0.00683592	0.0195087	0.00291242	0.00197349	0.0174299	0.00453341	0.0391814	0.018148	0.02054	0.00398668	0.00376554	0.00841505	8.76978e-05	0.000445566	0.0237167	0.00398003	0.886403	1.07135	0.0633279	0.260336	0.65714	1.52175	3.84118	15.7908	1.995258	0.5196705	0.00159698	0.000259911	0.00308637	0.00425874	0.000843332	0.00356017	0.0219824	0.0125378	0.00760588	0.0107067	0.00881699	0.00114308	0.00427037	0.00978948	0.000995851	0.0152643	0.012812	0.00611247	0.0222797	0.00241519	0.0035701	0.00116151	0.00809423	0.0109424	0.0271429	0.0016999	0.00458089	0.0147699	0.0162427	0.0103519	0.0071384	0.00259486	0.00103371	0.00657356	0.00906915	0.002289	0.00225716	0.00871342	0.0132475	0.00206796	0.0191695	0.00699227	0.00411912	0.00331026	0.00721896	0.0120928	0.0048907	0.00111787	0.0321212	0.0181634	0.0111832	0.0210649	0.00546456	0.00375709	0.0114611	0.0130295	0.00381134	0.00340047	0.00740602	0.00477106	0.00232685	0.0143686	0.017269	0.0161211	0.00406111	0.00606031	0.00313641	0.00477207	0.00111635	0.00794043	0.000479233	0.0214736	0.01234	0.00128099	0.00152985	0.0147453	0.00890128	0.00179057	0.00444223	0.00452202	0.00629584	0.00289861	0.0147601	0.008416	0.00541921	0.0175974	0.0206444	0.0118852	0.001435	0.0180095	0.0052035	0.00211335	0.00483119	0.0071119	0.000165667	0.00021773	0.00314877	0.00400488	0.00416884	0.00823106	0.00549028	0.00229495	0.00972175	0.00239394	0.0013986	0.00185746	0.000526898	0.00301136	0.00232771	0.00384396	0.00365667	0.00215609	0.00931929	0.000459378	0.0161758	0.000860788	0.00126876	0.00289806	0.00301083	0.00520768	0.014862	0.00221871	0.00150343	0.0132783	0.0034536	0.0298489	0.0138253	0.0156476	0.0030371	0.00286864	0.00641068	6.68092e-05	0.000339437	0.0180677	0.00303203	0.612404	0.387596	0.6124037	1.31266
180	-3996.885	-4256.922	260.0363	0.0049587	0.00942785	0.00321695	0.00270902	0.00205316	0.00571938	0.0265077	0.0256343	0.0144475	0.023567	0.00525135	0.00673137	0.00640328	0.0109794	0.00310158	0.00669044	0.0424905	0.0156721	0.0307523	0.00843271	0.00268818	0.00137004	0.0237603	0.0116677	0.0284429	0.00520071	0.00642501	0.0315204	0.00906974	0.0030379	0.00271859	0.0187832	0.0125201	0.0142776	0.0139802	0.00958088	0.00337896	0.0229511	0.0158795	0.0079417	0.0253359	0.00591992	0.0101552	0.00756125	0.0126312	0.0155538	0.00456842	0.00655087	0.0441401	0.0258348	0.00783157	0.01979	0.00870548	0.00579104	0.0154675	0.029263	0.00615347	0.0115048	0.0150874	0.0120875	0.000405567	0.0251544	0.0195522	0.0382621	0.00297714	0.0264931	0.0015543	0.00244711	0.00123772	0.0116886	0.00425891	0.00375056	0.00985425	0.00679235	0.000958965	0.0114416	0.00540248	0.0172076	0.0121219	0.00599051	0.00214433	0.0242542	0.0487846	0.00716675	0.00829945	0.00634234	0.0305635	0.00324937	0.0155602	0.0294613	0.000875545	0.00413466	0.0465803	0.059757	0.00660946	0.00146188	0.0101573	0.0185276	0.00531834	0.000247792	0.00280618	0.00864718	0.0207191	0.00819903	0.00854722	0.0125105	0.04682	0.0101123	0.0125795	0.0019836	0.022899	0.0162839	0.0105032	0.00146856	0.00957885	0.00853907	0.00720156	0.00119314	0.000470332	0.00607746	0.00611198	0.00411707	0.000178458	0.0118642	0.0300715	0.003793	0.00443779	0.00446061	0.0182667	0.016087	0.0112586	1.06608e-05	0.013627	0.00484564	0.00678967	0.744322	1.16059	0.0742235	0.281294	0.673206	1.48543	3.555	13.4728	1.880466	0.4028192	0.00295164	0.00561188	0.00191487	0.00161253	0.00122213	0.00340443	0.0157786	0.0152587	0.00859978	0.0140281	0.00312584	0.00400681	0.00381152	0.00653544	0.0018462	0.00398245	0.0252922	0.00932871	0.0183052	0.00501953	0.00160013	0.000815509	0.0141432	0.00694515	0.0169305	0.0030957	0.00382445	0.0187624	0.00539872	0.00180829	0.00161823	0.0111806	0.00745255	0.0084987	0.00832162	0.00570297	0.00201131	0.0136615	0.00945219	0.00472726	0.0150811	0.0035238	0.00604483	0.0045008	0.00751865	0.00925833	0.00271933	0.00389937	0.0262741	0.0153781	0.0046617	0.0117799	0.00518189	0.00344708	0.00920698	0.0174186	0.00366282	0.00684816	0.00898072	0.00719501	0.000241411	0.014973	0.0116383	0.0227753	0.00177213	0.0157699	0.000925192	0.00145663	0.000736745	0.00695758	0.0025351	0.0022325	0.00586569	0.00404311	0.000570819	0.00681058	0.0032158	0.0102427	0.0072155	0.00356582	0.0012764	0.0144372	0.0290388	0.00426597	0.0049402	0.00377525	0.0181927	0.00193417	0.00926215	0.0175367	0.000521164	0.00246113	0.0277267	0.03557	0.00393425	0.000870179	0.00604609	0.0110285	0.00316571	0.000147497	0.00167036	0.00514719	0.0123329	0.00488043	0.00508769	0.0074468	0.0278694	0.00601932	0.00748791	0.00118072	0.0136305	0.00969292	0.00625196	0.000874152	0.00570176	0.00508284	0.00428669	0.000710211	0.000279963	0.00361758	0.00363812	0.00245067	0.000106226	0.0070621	0.0178999	0.00225776	0.00264157	0.00265516	0.0108731	0.00957568	0.00670162	6.34578e-06	0.00811138	0.00288434	0.00404151	0.708076	0.291924	0.7080762	1.679981
