Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-3981.845	-4242.074	260.2289	2.112441	0.5507081	0.654029	0.345971	1.152231
6	-3981.347	-4241.767	260.4198	2.129561	0.4745145	0.722173	0.277827	1.075868
12	-3988.056	-4248.475	260.4184	2.129561	0.452416	0.688652	0.311348	1.112623
18	-3985.874	-4246.297	260.4225	2.131316	0.4985087	0.705971	0.294029	1.033193
24	-3979.565	-4239.997	260.4324	2.134028	0.5015581	0.581271	0.418729	1.015987
30	-3980.043	-4240.526	260.4831	2.074248	0.4933801	0.728108	0.271892	1.038065
36	-3996.272	-4256.654	260.3821	2.118215	0.5425877	0.695626	0.304374	1.01624
42	-3987.675	-4248.089	260.4137	2.140997	0.4963601	0.695626	0.304374	1.035837
48	-3979.017	-4239.498	260.4812	2.140997	0.4307478	0.71534	0.28466	1.080312
54	-3989.381	-4249.911	260.53	2.064319	0.4307478	0.71534	0.28466	1.106017
60	-3996.021	-4256.31	260.2887	2.064319	0.5170251	0.680933	0.319067	1.188427
66	-3984.52	-4244.988	260.4677	2.064319	0.4732326	0.680933	0.319067	1.09398
72	-3992.742	-4253.124	260.3816	2.116458	0.4732326	0.71487	0.28513	1.124907
78	-3983.309	-4243.76	260.4503	2.086343	0.4732326	0.607746	0.392254	1.089739
84	-3995.758	-4255.855	260.0974	1.8922	0.551912	0.621211	0.378789	1.437873
90	-3995.914	-4255.933	260.0189	1.934828	0.5938225	0.68624	0.31376	1.417059
96	-3993.668	-4253.439	259.7711	1.976023	0.7240769	0.681941	0.318059	1.439496
102	-3984.748	-4245.096	260.3478	2.175941	0.4434348	0.602682	0.397318	1.148713
108	-3993.827	-4254.3	260.4727	2.171941	0.4999228	0.64456	0.35544	0.9385673
114	-3988.697	-4249.256	260.5592	2.20262	0.4493919	0.656467	0.343533	0.9052903
120	-3982.694	-4243.178	260.484	2.21177	0.4875606	0.694378	0.305622	0.9052903
126	-3986.116	-4246.601	260.4852	2.237073	0.4549049	0.726426	0.273574	0.9378535
132	-3992.524	-4252.836	260.3116	2.026088	0.5181717	0.685986	0.314014	1.200044
138	-3988.673	-4248.985	260.3116	2.026088	0.5181717	0.660589	0.339411	1.200044
144	-3994.315	-4254.52	260.2045	1.995258	0.5196705	0.612404	0.387596	1.31266
150	-3986.535	-4246.754	260.2186	1.962458	0.5313523	0.710356	0.289644	1.31266
156	-4009.633	-4269.927	260.2936	1.955245	0.4856302	0.596607	0.403393	1.318276
162	-4007.047	-4267.009	259.9628	1.902035	0.4856302	0.609197	0.390803	1.610335
168	-4000.249	-4260.452	260.2039	1.812836	0.5014888	0.668104	0.331896	1.478456
174	-3986.37	-4246.468	260.0979	1.886927	0.5210675	0.719054	0.280946	1.478456
180	-3996.885	-4256.922	260.0363	1.880466	0.4028192	0.708076	0.291924	1.679981
186	-4003.94	-4263.921	259.9808	1.880466	0.4784327	0.664367	0.335633	1.621816
192	-3991.644	-4251.712	260.0683	1.945889	0.5447244	0.677158	0.322842	1.427594
198	-3987.02	-4247.186	260.1661	1.983006	0.6002485	0.725106	0.274894	1.253236
204	-3984.687	-4245.074	260.387	1.960633	0.4832095	0.638351	0.361649	1.240598
210	-3985.557	-4245.91	260.3525	2.087322	0.5038054	0.685628	0.314372	1.131074
216	-3996.263	-4256.455	260.1923	2.011489	0.5451594	0.781206	0.218794	1.276478
222	-3991.254	-4251.67	260.4152	2.045388	0.4406436	0.69486	0.30514	1.207929
228	-3995.02	-4255.444	260.4246	2.041772	0.4589576	0.69486	0.30514	1.174941
234	-4003.882	-4263.959	260.0765	2.041772	0.4960203	0.647706	0.352294	1.407685
240	-3992.292	-4252.184	259.8926	1.982913	0.5270191	0.647706	0.352294	1.552941
246	-3983.194	-4243.515	260.3203	1.934486	0.4695338	0.647706	0.352294	1.335585
252	-3996.403	-4256.595	260.1921	1.991623	0.4939234	0.729503	0.270497	1.359129
258	-3992.51	-4252.798	260.2878	1.991623	0.5008918	0.729503	0.270497	1.272648
264	-3998.083	-4258.11	260.027	1.855245	0.4767543	0.641537	0.358463	1.608681
270	-4001.091	-4260.919	259.8279	1.762264	0.3831336	0.641537	0.358463	1.932494
276	-3996.651	-4255.723	259.0717	1.629862	0.5006247	0.714343	0.285657	2.37342
